id,key,name,text,pages,Group,platform,load,translated_text
219,fsm_dashboard.countbox.volume_of_sludge_disposed_on_fstp,np,Volume of sludge disposed on FSTP (mÂ³),fsm_dashboard,countbox,any,f,FSTP मा बिसर्जन गरिएको दिशाजन्य लेदोको मात्रा (घ.मी.)
220,fsm_dashboard.countbox.revenue_generated,np,Revenue Generated,fsm_dashboard,countbox,any,f,सेवाशुल्कबाट आम्दानी
221,fsm_dashboard.charts.proportion_of_different_containment_types,np,Proportion of Different Containment Types,fsm_dashboard,charts,any,f,विभिन्न प्रकारका संकलन ट्याङ्कीको अनुपात
222,fsm_dashboard.charts.wardwise_distribution_of_containment_types,np,Wardwise Distribution of Containment Types,fsm_dashboard,charts,any,f,संकलन ट्याङ्कीको वडागत बिबरण
223,fsm_dashboard.charts.wardwise_distribution_of_containment_types_in_residential_buildings,np,Wardwise Distribution of Containment Types in Residential Buildings,fsm_dashboard,charts,any,f,आवासीय भवनहरूमा संकलन ट्याङ्कीको वडागत बिबरण
224,fsm_dashboard.charts.containment_types_categorized_by_building_usage,np,Containment Types Categorized by Building Usage,fsm_dashboard,charts,any,f,भवनको प्रयोग अनुसार वर्गीकृत संकलन ट्याङ्कीको प्रकारहरू
225,fsm_dashboard.charts.containment_types_categorized_by_land_use,np,Containment Types Categorized by Land Use,fsm_dashboard,charts,any,f,जमीनको प्रकार अनुसार वर्गीकृत संकलन ट्याङ्कीको प्रकारहरू
226,fsm_dashboard.charts.summary_of_applications_emptying_services_sludge_disposal_and_feedback_by_ward,np,"Summary of Applications, Emptying Services, Sludge Disposal, and Feedback by Ward",fsm_dashboard,charts,any,f,"आवेदनहरू, खाली गर्ने सेवाहरू, स्लज बिसर्जन, प्रतिक्रिया हरुको वडागत संक्षिप्त विवरण"
227,fsm_dashboard.charts.distribution_of_emptying_requests_by_structure_types,np,Distribution of Emptying Requests by Structure Types,fsm_dashboard,charts,any,f,संरचना प्रकार अनुसार खाली गर्ने आवेदनहरुको वितरण
228,fsm_dashboard.charts.comparison_of_emptying_requests_from_low_income_and_other_communities,np,Comparison of Emptying Requests from Low Income and Other Communities,fsm_dashboard,charts,any,f,न्यून आय र अन्य समुदायका खाली गर्ने आवेदनहरुको तुलना
229,fsm_dashboard.charts.monthly_emptying_requests_processed_by_service_providers,np,Monthly Emptying Requests Processed by Service Providers,fsm_dashboard,charts,any,f,सेवा प्रदायकहरुले मासिक रुपमा खाली गर्ने आवेदनहरुको प्रक्रिया सम्पन्न गरेको
230,fsm_dashboard.charts.emptying_requests_for_the_next_four_weeks,np,Emptying Requests for the Next Four Weeks,fsm_dashboard,charts,any,f,आगामी चार हप्ताका लागी खाली गर्ने अनुरोधहरू
231,fsm_dashboard.charts.wardwise_distribution_of_emptying_requests_for_the_next_four_weeks,np,Wardwise Distribution of Emptying Requests for the Next Four Weeks,fsm_dashboard,charts,any,f,आगामी चार हप्ताका लागी खाली गर्ने अनुरोधहरूको वडागत वितरण
232,fsm_dashboard.charts.customer_satisfaction_with_fsm_service_quality,np,Customer Satisfaction with FSM Service Quality,fsm_dashboard,charts,any,f,FSM सेवाको गुणस्तरमा ग्राहकको सन्तुष्टि
233,fsm_dashboard.charts.sanitation_worker_compliance_with_ppe_guidelines,np,Sanitation Worker Compliance with PPE Guidelines,fsm_dashboard,charts,any,f,स्वच्छता कामदारहरूले PPE मापदण्डको पालना
234,fsm_dashboard.charts.sludge_collection_trends_by_Treatment_plants_over_the_last_5_years,np,Sludge Collection Trends by Treatment Plants Over the Last 5 Years,fsm_dashboard,charts,any,f,गत ५ बर्षमा प्रशोधन केंद्रमा संकलित स्लजको प्रवृत्तिहरू
235,fsm_dashboard.charts.containment_type_wise_emptying_services_over_the_last_5_years,np,Containment Type wise Emptying Services Over the Last 5 Years,fsm_dashboard,charts,any,f,गत ५ बर्षमा संकलन ट्याङ्कीको प्रकार अनुसार खाली गरिएको सेवाहरुको संख्या
